	235010	262945	289260	306020	312316	312974	323098	325065	325999	327622	328513	328876	329949	330076	331838	332838	336646	341090	344451	BJBC001	BJBC007	BJBC008	BJBC011	BJBC013	BJBC014	BJBC017	BJBC019	BJBC020	BJBC026	BJB030	BJB032	BJB037	BJB038	BJB039	BJB041	BJB042	BJB054	BJB056	BJB058	BJB059	BJB060	BJB061	BJB064	BJB069	BJB070	BJB075	BJB077	BJB082	BJB086	BJB090	BJB092	TCGA-4Z-AA7M	TCGA-4Z-AA7O	TCGA-4Z-AA7S	TCGA-4Z-AA7W	TCGA-4Z-AA7Y	TCGA-4Z-AA80	TCGA-4Z-AA81	TCGA-4Z-AA82	TCGA-4Z-AA86	TCGA-CU-A0YR	TCGA-CU-A3KJ	TCGA-CU-A3QU	TCGA-CU-A5W6	TCGA-DK-A1A5	TCGA-DK-A1A6	TCGA-DK-A1A7	TCGA-DK-A1AA	TCGA-DK-A3IM	TCGA-DK-A3IN	TCGA-DK-A3IV	TCGA-DK-A3WW	TCGA-DK-A6B0	TCGA-DK-AA6M	TCGA-DK-AA6Q	TCGA-DK-AA74	TCGA-DK-AA75	TCGA-DK-AA76	TCGA-DK-AA77	TCGA-FD-A3B5	TCGA-FD-A3B6	TCGA-FD-A3SJ	TCGA-FD-A3SL	TCGA-FD-A3SO	TCGA-FD-A3SP	TCGA-FD-A43S	TCGA-FD-A43U	TCGA-FD-A43X	TCGA-FD-A43Y	TCGA-FD-A5BT	TCGA-FD-A5BU	TCGA-FD-A5BX	TCGA-FD-A5C0	TCGA-FD-A5C1	TCGA-FD-A6TB	TCGA-FD-A6TE	TCGA-G2-A2EK	TCGA-G2-A2EL	TCGA-G2-A2EO	TCGA-G2-A2ES	TCGA-G2-A3IB	TCGA-G2-A3IE	TCGA-G2-A3VY	TCGA-G2-AA3B	TCGA-K4-A3WU	TCGA-K4-A54R	TCGA-XF-A8HG	TCGA-XF-A9T0	TCGA-XF-A9T3	TCGA-XF-AAMZ	TCGA-XF-AAN0	TCGA-ZF-A9R0	TCGA-ZF-A9R2	TCGA-ZF-A9R3	TCGA-ZF-A9R4	TCGA-ZF-A9R5	TCGA-ZF-A9R7	TCGA-ZF-A9RE	TCGA-ZF-A9RG	TCGA-ZF-AA4N	TCGA-ZF-AA4U	TCGA-ZF-AA4X	TCGA-ZF-AA52	TCGA-ZF-AA58	TCGA-ZF-AA5H	TCGA-ZF-AA5N	TCGA-ZF-AA5P
bladder_glrlm_LongRunLowGrayLevelEmphasis	0.014230212458841002	0.557522205854751	0.572882984599197	0.044319948106726	0.027507744498255	1.05635371770105	0.228875607619298	0.264368645797332	0.17480620988029	0.002610087545825	0.0055318993227290005	0.321485389031127	0.025058144695435	0.17487115709155202	0.841505199145466	0.261184191060525	0.046638936574174006	0.197098027196032	0.175378028618205	0.028683401054809	0.04796340355831402	0.060432919041917985	0.07879765694788	0.054528654127122	0.06938002259245099	0.26362267609055	0.013998201843531	0.04606925873176902	0.060467852778139014	0.070136219502775	0.280415256585255	0.159210990111001	0.18789134663231	0.053783187063992	0.531552136286632	0.276300490869635	0.060849557319535987	0.07227039946397	0.6122265108289431	0.07975669907890401	0.056832720225459016	0.193615965222179	0.096318954282677	0.038887913928121	0.17673365987049106	0.069002231392483	0.080434017429915	0.043819541329251	0.036440653072603	0.013747025514617	0.126950289923604	0.028722049245588	0.033713853776486	0.114726226543916	0.14951888550581102	0.113632300893524	0.03741566696393602	0.0024790330818800005	0.209273631408518	0.175644849008186	0.17787608631308605	0.300389434557064	0.200719422641451	0.215017361491752	0.081010187148263	0.0025876230047860004	0.119132577976979	0.216850933236212	0.086604268004177	0.334815249696643	0.14831165993004902	0.230510380388438	0.017827114829792	0.13932679995963598	0.284533719470324	0.10400416092208302	0.101740656528203	0.08670622973242	0.076998567045881	0.153286957595983	0.075342511309705	0.08220759934653399	0.1572193660638	0.13847848690850598	0.08871008712592801	0.05727463973720701	0.0034952351611100005	0.005368451742134	0.073145100981832	0.13934752899608402	0.179900946496978	0.002150453088606	0.135822879716746	0.190811354955997	0.030540448986408	0.5419142671438499	0.120467129054149	0.11801895580462406	0.182444283795068	0.236197104760417	0.189293833271566	0.077243850995	0.027474457361584	0.055837139870732	0.374849195866569	0.065248104349756	0.030323695150297	0.11075561784529404	0.2894971697670901	0.061532112964757	0.039320019698747	0.015902190295057	0.035340011412066004	0.061298558685688	0.03658106203591	0.010504789436961	0.012532916560398	0.019368399427425	0.002574688928109	0.0014078025846449998	0.053963012456804	0.019384553071367	0.28943125848461304	0.044523510628434994	0.107100369771489	0.026721856742182	0.06028130533983099
bladder_glrlm_LowGrayLevelRunEmphasis	0.003218099575943	0.07760600525398301	0.077032917735987	0.018124348450838	0.011893930982784	0.17010430852809102	0.034932946105637	0.050503258616317	0.033492567184862015	0.0007860983557869997	0.001170158025025	0.045130103328487	0.0074588525777159985	0.036578999851101	0.04540602123402599	0.051489619852815	0.018293392462681	0.034135739114221	0.052501138337942	0.00886782196882	0.017439485378387	0.020275144211094	0.025565495877077	0.016684315705341	0.021415981988672	0.053981935947468	0.007056214913789	0.015946649645258004	0.021211415072352	0.019395093712522	0.035289559238495	0.037807121075888	0.039830483915996	0.01847972436423	0.039824372114394	0.050057441530628	0.018445906686588003	0.023952440703711	0.042018098922769	0.025914740189322	0.019332626787759	0.044812283670295	0.019019345249154	0.015089262569918997	0.048490007084308	0.022925839572311	0.026099590399452	0.012727505793245	0.017011434620456	0.003605714096941	0.031745664960227994	0.011358874047588	0.015596101123921	0.032140632780135	0.036801223724252	0.025058032609955004	0.015345571449086	0.000741516553516	0.043565328595797	0.041300169532739	0.042499097611629	0.055309324534737005	0.035089337994975	0.045987974648008	0.019485262982907	0.0008972107181060002	0.036632575403979	0.041217591046384006	0.026940863490114	0.063790411604929	0.041677521765943	0.046746247637157005	0.008745211787672999	0.033828968349125	0.038727450568174	0.036072058774468	0.030029838099959	0.033427189938548	0.021804320759662	0.046059326342009	0.030902896841234	0.026989828288348	0.038522177206584	0.040730674401935	0.034027534380144	0.020330846100966	0.0015149127059789994	0.001317508547023	0.014813978123338	0.036394048850921	0.039957340269228	0.000777813871039	0.028160322344597	0.041684695417790005	0.003992401199125	0.07167317187712599	0.039259329135943	0.033070089431064	0.044097846189144	0.046041007725774005	0.040575974784571	0.027732196183656	0.014294754696215	0.018868559265126	0.082776405851347	0.029093544084285	0.015007146617453	0.031666713307458	0.039281448340515	0.031541152678661	0.0173375975825	0.006473472047929	0.01502914863151	0.023185696952337995	0.01650376599575	0.004492744100623	0.005219543712734	0.009894438698818	0.001107443246789	0.000658611317331	0.019556776325062	0.010979103703484002	0.061769393351396	0.02142463854961	0.02540870528077	0.013916314020067	0.019507300067302
bladder_glrlm_RunEntropy	3.5101512470131	3.4614591387395297	3.5433968411459	3.74278800421193	3.67221989325668	3.27498732866812	3.5304000281091805	3.6301127011868	3.50437232515912	3.80757938871884	3.39097736030952	3.69331728687396	3.4736296488841303	3.4103639145982902	3.8226108129953	3.445403843323	3.53334501429223	3.44020464157641	3.7172595562119706	3.58432656732306	3.5508270463970697	3.83189111775398	3.6021090445947097	3.52440399912648	3.60820512941584	3.4155452150332897	3.65466068210334	3.9029291133847694	3.74406415134157	3.68224236183638	3.52052291540472	3.32305276419138	3.64560572379027	3.5275677702990698	3.64821397379252	3.4651030527637405	3.48710635972135	3.70578337767414	4.0167849332507215	3.43730312234717	3.53671436977916	3.55431305634557	3.61570045709551	3.5557078819277	3.35172855670935	3.59379173639907	3.4731663263121004	3.78684808534758	3.58405840958226	3.796450886907009	3.78677745085861	4.02482366732296	3.83156269869422	3.71369288003263	3.71415044588575	3.6742917915990096	3.9569788956575698	3.89168916001919	4.04431641911954	4.05712853929569	3.4981765318661298	3.70519871474324	3.95766341378364	3.94432199474783	3.65633160659188	3.87998059059834	3.93637803306376	3.93012546280015	3.5360852807439103	3.65580993131826	3.54049984429259	3.58250614063904	3.66229507869371	3.68670761908436	3.91111578884727	3.59948705568895	3.4393282150389903	3.5962123836823703	3.88025320407615	3.57061429942786	3.59710965964192	3.49121816171623	3.58456620544539	3.56644590717439	3.41312218620329	3.5761248858733303	4.318479968312009	4.47103744915915	3.828330804156391	3.68479539396156	3.94499307128004	3.6458065774384703	3.63531741011803	3.85096552087602	3.79407560608423	3.82340351089256	3.41782148203259	3.5390603875436497	3.61027650361395	3.5140566084204603	3.82807533327382	3.39658629870471	3.5871804191928103	3.7483222140201904	3.64513486819247	3.47710534479025	3.83328872411994	4.03127062395224	4.25733130258531	3.92151767003068	3.62391843351857	3.9351907974477696	4.02887760439853	3.7437927897764	3.7570690588554703	3.71042143132097	3.9026916023597207	3.8864134652048303	3.82392834429901	4.00601990702983	3.95077898254318	3.79770235756826	3.7110090863366496	3.7557046766189903	3.79655308849792	3.61725705638643	3.5963738212671204
bladder_glrlm_RunLengthNonUniformity	328108.899368408	15806.155896280301	11587.437565763601	128765.261908931	90567.20679415268	5890.2608191914205	34038.3860956416	22557.4329672923	20002.2868023172	165552.763331661	85560.9469594146	15696.2159843151	98904.98706519132	57263.2123648754	10615.0979521715	41908.192592204905	400686.06714868	60707.849894495994	16838.4580433808	336801.674377063	279957.28169275896	221916.229235761	228224.50409464398	268164.071296682	195841.027095164	17217.2227353132	729345.6893525091	237039.38455370397	56240.5216758983	86820.0143334677	18838.0103735707	10924.719445020799	10801.8499418334	237020.75906515305	14392.254094333899	17984.9675643121	679865.748224232	103312.026682334	7708.8966802078	779862.636663108	400704.187194008	18225.3304090576	247346.346796711	319673.82898392604	12817.860259191	232802.64048062198	423823.68659422704	205198.454562003	282465.419533898	107949.346589548	317966.51170663	74512.2178479888	80140.4823763453	99587.5639874923	15560.2865376223	105195.389822433	35306.2252873678	92665.6570435631	55129.4980451945	71887.5967040892	70002.7495286808	9303.62528236842	31707.7957793182	14509.1190060463	475644.664372367	35211.0581711467	28225.982155395297	19762.668994986598	113147.13700591099	7420.72501700109	23961.097147729102	39810.6366236889	167773.180771576	28087.2786037444	24852.330065785096	19748.376280380202	52886.233195258894	12091.4505866912	46664.9314471894	31212.140381032597	15109.254799382199	35945.3803905231	19118.6114741678	10969.9215666082	20937.9502500616	9771.394907860993	17029.0192725096	37703.1108235539	145773.903034498	14504.6018960202	35692.8209562005	122125.086068149	14629.5089690337	10448.2486263439	39711.109152966004	16779.2709641079	38363.488566437205	11848.5837103601	32451.012996948106	12986.414213138001	17115.6570120003	16604.8539604002	38825.494353481	298150.935690313	9736.74354970708	41852.273940498395	41621.9888688574	43847.8930412177	39085.9019934306	26299.549309294798	14451.0523473569	162928.570587725	130240.216440921	45439.8057812279	160054.202956961	136396.758047609	65806.6123779373	908797.0463960172	91837.58062232859	122958.454458685	198678.96240196802	160555.100573485	16810.233070886297	36430.827466472	115200.714935286	104583.413218837	86121.0529395991
bladder_glrlm_RunLengthNonUniformityNormalized	0.441618351553773	0.371626392821458	0.381084987634374	0.580899425578097	0.617024418725588	0.38567243459348105	0.373306439030764	0.391668047916231	0.4157491944383889	0.505548073510815	0.4138163215551801	0.3861431148035071	0.507452970287307	0.41212015364898497	0.352930452497584	0.410288189333625	0.5695273004783521	0.3781683328682701	0.486694237151654	0.506679305238975	0.553503198331793	0.522634990430981	0.512671174955524	0.500045864132987	0.505993803532375	0.453729184802108	0.655815055348765	0.53734303346154	0.529013806860685	0.484421129635779	0.34009661163721194	0.483519257925501	0.473608607895439	0.5291716381709181	0.33260066530008003	0.39506637889784	0.4980907252920061	0.514257482136239	0.309019197894741	0.511843659164759	0.527645975401714	0.455797115284425	0.398589985504029	0.5731681932404119	0.49708437395892	0.521810640341844	0.5090138131454071	0.494394288544004	0.621790479027962	0.467248099747417	0.451681153271376	0.577101186978348	0.6243390508823349	0.48482213966612	0.4759966366266671	0.429842549559188	0.571487208956182	0.4948129584546021	0.422903421892038	0.43604705595280496	0.4775424617756671	0.417790823226209	0.449183118959918	0.428298107465332	0.458383780928296	0.543532229170501	0.555484774945264	0.415718690640811	0.507611027474645	0.440277449568433	0.489269017383139	0.424949384191665	0.650704289735688	0.4619315537038221	0.37576062814015	0.534980666430151	0.496855195550539	0.5500938915435921	0.4872939410881311	0.495568782469454	0.5940089868101739	0.5158018158520901	0.452239837230364	0.502803319564233	0.560345467337651	0.572366401580025	0.5448986380102879	0.4180093539563279	0.4326111267531679	0.483221438143219	0.451778491913325	0.554761940388432	0.460362877765491	0.449682336985639	0.3720151055621421	0.367655274986267	0.513534220625932	0.48763509624136	0.459532099236204	0.4331106358103259	0.452269670198683	0.5339375546296721	0.66130038360131	0.5242394328323039	0.464506289987801	0.6032602212123821	0.6490438169939661	0.504379723476008	0.40041844317628494	0.657490415232995	0.5935890523926	0.5902968786954711	0.604422282465244	0.556523335508342	0.616448685440204	0.607730651513853	0.5910440197511079	0.662192828175545	0.602689605117607	0.618187746211463	0.537241290117658	0.695256947272478	0.4470297536959311	0.626966414079683	0.44271534370752097	0.6587756919347479	0.5241297117577579
bladder_glrlm_RunPercentage	0.5899451016535021	0.496181688488	0.498411485641	0.722584236036827	0.751254971196275	0.543455608902398	0.5155104739228	0.534513922831457	0.5493393514279911	0.6556506746587181	0.566526789538541	0.5001398951027101	0.653093904169334	0.562630592329466	0.356030948038394	0.550853159521292	0.7134228008185101	0.517945443286144	0.6353897155103989	0.6575097273586811	0.6984447935231229	0.674912966703251	0.664048863499222	0.6518604613572779	0.654194940517697	0.593963776762224	0.7844714687843929	0.686967586635212	0.679263138097265	0.632344799404177	0.4773429573546579	0.633611171273358	0.6202451333813989	0.6784481028223629	0.415933410620606	0.550579289713496	0.6492246770768659	0.668179243733809	0.380828125	0.663727684963212	0.6776559996213679	0.6043203371970489	0.550863536523696	0.7149445355388799	0.6446481585093651	0.670120307148103	0.660705535524788	0.6453695712462719	0.7581246912993829	0.621064751297536	0.6061242789849429	0.717758725034437	0.759011681890127	0.630856630921574	0.614858427651385	0.5773022152550329	0.7173843445571301	0.64724559441143	0.5750050330675971	0.589534244245616	0.605368126663677	0.565225139478134	0.5630009215127679	0.5710358171880799	0.603013759715702	0.689029222326183	0.689268510154786	0.5635071992555439	0.6572494319120711	0.570271954613343	0.63660287447513	0.5649627270546129	0.7787568663429559	0.609984821611031	0.509560976379693	0.682218642540699	0.644765795148159	0.6989659682633691	0.636091468860745	0.6438764085094221	0.730119189139853	0.6655116721860439	0.6001195821944549	0.65007371433527	0.7063549518510529	0.7142809981743928	0.681506802581842	0.551241176177505	0.56637194662725	0.630988948405109	0.59851839702586	0.69862753002921	0.5863918405224461	0.5888756349546271	0.497709312889381	0.505377020697925	0.6625673916957221	0.631866398676766	0.591328345625198	0.569948705800891	0.5785114396738511	0.680714197282753	0.789048218794935	0.677180479918312	0.607192163266791	0.74282280072465	0.777356354108179	0.64967219092121	0.520457774666896	0.788003309305823	0.7341154860170591	0.731922044552525	0.742863946256942	0.7046895150965309	0.754353320729672	0.745863692653285	0.734767280948559	0.7894941042271919	0.743100234580936	0.756013191787048	0.6914700547087019	0.815641694522352	0.5917204865810949	0.763837825760192	0.594520812804933	0.787438793906559	0.6697235737925911
bladder_glrlm_RunVariance	1.50198751872991	3.68961462044908	3.75107841186864	0.630219999178497	0.54177965894258	3.0859659136866004	2.49258773084943	2.08642593352563	2.2017117928305803	0.961347564162948	1.61390543258088	3.4578486576197003	1.02537166200586	1.7358860887548602	12.820874047871099	2.04085932248286	0.655652203338574	2.4404027795518903	1.14501320913675	0.941771948378185	0.7454767506507809	0.822484350964	0.902343686999807	0.9762578493308908	0.996234714512676	1.7532169282314802	0.390235549467696	0.7693466705018359	0.813731287919215	1.17037422125627	3.4187915055599905	1.42471789013205	1.76684256100337	0.8198566198863141	7.1291523714968585	2.00083024836945	0.984605097746542	0.8581696282870841	9.24482449104416	0.8842053389981891	0.8164908132973729	1.48719901220806	1.7987552025466498	0.6601813233760561	1.2591019139588702	0.8848396295291411	0.9061463383737192	1.0283369075437598	0.4723013174093089	1.16920183366724	1.30124494906377	0.656620370971025	0.480223726270997	1.18189995808059	1.44543430350577	1.6152560995131895	0.619804136449417	0.993939753654754	1.5942105517283702	1.43077315549907	1.63026459881607	2.22869589891078	2.34349757839194	1.8355998017255	1.43452771045146	0.7950320953277141	0.93033774340143	2.01105285965246	0.9498848028734128	2.27472364886704	1.22950881724105	1.88523691731439	0.418101427573873	1.34329801724182	3.21817715584578	0.824194598128442	1.05742805000971	0.711787910646009	1.10321068501689	1.07199465543439	0.626092659647829	0.9038889620660558	1.47143781723293	1.10623992807737	0.719723159738776	0.7663135772844408	0.940742376181147	2.44741873343685	1.91464287540872	1.40517668667449	1.5289467079191	0.734893364205645	1.89377707390005	1.78058216319704	3.32560570261208	3.25111241662284	0.921724935143112	1.1934589651141398	1.69073061800073	2.18377170598659	1.9525546806849297	0.816097108971335	0.376219327638243	0.8237495654362901	1.5994373669691002	0.5254588548084079	0.4240423442785421	1.07718223918751	3.25602683663903	0.377957652696641	0.567399693084333	0.571438963441135	0.5348725305982039	0.6879121714665369	0.48543413425306	0.5291411120390089	0.550041044368947	0.37408491660756105	0.51967908434102	0.475227128514151	0.7124612601064201	0.298488488357942	1.7549893758377502	0.447025380739191	1.42091489386517	0.376623600232307	0.906596676761307
bladder_glrlm_ShortRunEmphasis	0.6851699955071241	0.623642093269489	0.631698756775967	0.788173442116258	0.810846023061566	0.6278179232169511	0.623457844175115	0.6428413247768571	0.663548750926485	0.735885960797713	0.6611761814115229	0.6384054804269761	0.737242687701723	0.658905571023477	0.6157761906187529	0.6584689768687599	0.781774692286017	0.629477353855015	0.719997895823336	0.736928338577284	0.769938071398078	0.7481957756042451	0.740384773163637	0.7317373384425551	0.7358538452561909	0.6933097258195748	0.83674143410317	0.759064743533688	0.7527173423135741	0.718546876958917	0.588818273080568	0.71119908807501	0.6979796045710561	0.753188402320611	0.589580960638593	0.640436164992943	0.7305502300141891	0.741625674318668	0.569980761631266	0.7407442980723371	0.7522384931705509	0.6939983352395931	0.647354142735788	0.7836256382119631	0.72191624144548	0.7479483173049951	0.738600175877717	0.727352308519119	0.8159631038625279	0.7056755087260771	0.691663794680111	0.7868348521801228	0.8174903940283922	0.720473699512549	0.712643931174368	0.6755022318113599	0.78327046211957	0.7279649833255841	0.66944550813047	0.6800736906380129	0.714815914034566	0.661724455694943	0.693970726359849	0.6739813200207	0.699647477936145	0.763640054167605	0.769419007298093	0.659778134259957	0.737451713242377	0.681938286216502	0.7191934500337092	0.671642882021904	0.8335192767982049	0.7013262215973741	0.627170493455356	0.7562061329125029	0.729192874921876	0.7671637404683299	0.7224297756214391	0.727563592110516	0.796958244969019	0.742936054038475	0.6934149297449611	0.730103745491239	0.7721469736629041	0.777508603047701	0.7626682305592499	0.664406926944717	0.6801461591885981	0.711244763811703	0.690531380292226	0.7719871478039659	0.7009901185149139	0.688312841604461	0.6215468483987779	0.618205836759637	0.7415137840016641	0.7225623865126641	0.7013141564770781	0.674291084407866	0.695349374470494	0.7565183245275171	0.839598567239686	0.748141326279715	0.7021317115996011	0.8046955310940049	0.832325760160319	0.7345228957017741	0.649812563642208	0.836938613268181	0.7975255132842621	0.795462980019723	0.804933896507863	0.771972394199509	0.812328412620899	0.8061014007990029	0.795803131844059	0.8409824857846271	0.8042126400381691	0.813881560918715	0.759061622356409	0.8594993904895251	0.6845150794077339	0.8186773194774499	0.685592639112393	0.838760273749475	0.749939484998471
bladder_glrlm_ShortRunHighGrayLevelEmphasis	215.615911140932	9.619384457029039	9.925192095508079	51.24703017502971	76.093149342435	5.0614652025774	19.736719515477	14.7736518571365	21.943085471550607	967.7297572401732	573.8225481850151	16.216281675350302	102.22979918500799	19.867175001476397	15.2088285568734	14.724947236185699	48.038571863821204	19.76196850941	44.556442484391404	87.08167247728771	49.1214444308607	42.92644146135649	33.3555240221877	47.4564925935244	38.579593983333396	15.4517704059913	127.804890337638	54.8640057506015	41.1503047023914	41.3129274869851	17.7015519062513	21.307056181069104	21.086426320136002	45.1151940159387	16.5519173827144	14.629304428503099	43.045038141499994	36.050772448302396	15.328190701205498	32.085167235326196	43.1874201203497	18.5611368713504	36.3188527005364	57.518852469653204	17.7340381014162	37.15892858141979	32.0024157089111	62.064276910090285	55.4000243498565	200.164387638901	25.780610524538602	80.7722898187712	62.3203341975978	26.4663392351787	23.5729115070306	30.0276190901031	60.2818584254666	1008.48494496591	20.145892107750303	21.3301094719165	21.0601186367697	14.788796041852699	24.350125083994694	36.0397422561585	39.2680017982222	877.0973017851891	29.9679546280514	19.47211366044289	31.3079819989844	13.567597714333699	20.5719704114167	16.9253807221123	104.61605570058	24.4094576488823	19.023039222173	25.625645427768802	27.4183019707159	28.6333092304681	38.634475702849	19.647155096768998	31.9839053516931	31.1806700822366	20.8281742942222	21.7236606574495	26.9539114000309	43.79621285912721	1424.26289183275	1100.58177818375	49.1860002877343	23.3606356144323	22.299851424197197	1021.6112630776199	28.0839418626316	20.169925819319698	159.011860542388	10.9193310319289	22.2728027324307	25.1861730191133	18.8390941296957	17.1263817116002	20.9050164302318	30.950836071802502	67.7536352039407	45.21108580755939	11.998973253884001	33.4741581515832	66.87066093740759	30.5488490719101	41.700043644833706	40.2273850836518	53.458407312789404	132.736378135359	66.72845422556621	39.6871799074888	58.030741358753005	187.607310429374	162.133018574998	97.7996797740431	754.552031902635	1388.50914308249	46.52966074694611	91.56377921186329	14.2701035086845	47.6322478826151	30.674867330331	69.5323589001694	42.7949217519328
bladder_glrlm_ShortRunLowGrayLevelEmphasis	0.0022072573892720003	0.050275007626260984	0.05024112460829	0.014565625015248	0.009725891576906	0.11242734975764596	0.022024157955055	0.033727800173021	0.022962085683459	0.000579632233299	0.0007799737018189997	0.029678424584185	0.005532581252843001	0.024725375125674	0.029945388265572005	0.034886857710991	0.014481183094801004	0.022140283388189	0.039581760096679	0.006572057337051	0.013573021646139998	0.015332201903715	0.019265506965827	0.012337832973415	0.016029627817368	0.037835559960359	0.005941305925824999	0.012171593453527	0.016330134074629	0.014179581251694	0.021289503396953995	0.027474201695937003	0.028557824624966	0.014120114293811	0.02430508303012	0.032511084383756	0.013622114521988998	0.018087343788069	0.02625600784216	0.01945047374147	0.014712353183133997	0.031349459893332994	0.012507838149208	0.01193591873968	0.036176202819848	0.017439341741225	0.019628386750545	0.009298987574821	0.014061175134301	0.002551213978318	0.022233642375710003	0.009057871732355	0.012893316852434	0.02363693841344	0.027055339935179	0.017235102426229002	0.012268425469127	0.000544877680732	0.029323245621092	0.028691339479784	0.031238566167676	0.037911907647854	0.024650497707172	0.031945492980997005	0.013802581243815	0.0006910505809319999	0.027905711991749	0.027805219847285	0.020132062372903	0.045970946058908	0.031055058963475	0.031635612259749	0.007340694637311	0.023941688201836	0.024636561862671	0.027870968068612004	0.022220047570718	0.026481765919899	0.01597223555522	0.034487558494816	0.025038330759452	0.020511856373157	0.027606483113428	0.03071969802187	0.027091018953400003	0.015983829402295	0.001292854761881	0.001007565434856	0.010234869332278	0.027090924523747	0.027611534455934	0.0006040626104959999	0.020044740362127	0.029798458001900008	0.002482129098323	0.045232716477461	0.029810257144772995	0.024569622512434	0.032160799655398	0.032302749182859	0.029437487165860005	0.021650977309542	0.012161681069844998	0.014298354111058996	0.059808418178959	0.023800235894781	0.0126541638641	0.023588417210521	0.025611791704797	0.026751287690455	0.014207790431274	0.005156188847694999	0.012155419851668998	0.018182761578452	0.013508870454201998	0.00363349015887	0.004170500827149	0.008360073980665999	0.000892474365341	0.000544273965978	0.015005246433434996	0.009511739176774	0.043264178640153	0.017836393148371998	0.017699642345187002	0.011820356754329	0.014799682675515
bladder_glszm_GrayLevelNonUniformity	9942.19023505876	619.778625954198	319.52739726027403	1647.21272855134	1420.12071103762	176.83404255319095	1405.9209717955896	780.3446774831821	682.739965095986	2454.46477742083	4440.94145054945	397.991970352069	2253.9093665403398	2552.46614971667	823.6188235294119	1776.2493319629998	8209.44727682484	3130.6828522016804	363.31079136690596	6559.8650396328785	5447.100844772971	2681.2952753672503	3600.9664543524395	6919.49958118415	3718.93921196152	583.085997794928	13912.018155265701	2648.83533465595	708.4611852175819	1437.55483028721	691.248192771084	310.703557312253	160.336801040312	4623.69097722687	557.1908302354401	519.02380952381	14471.457672126999	1276.28845648173	223.947474747475	15368.9104247104	7020.96838983999	382.861342207432	8258.201467831359	5742.377371485822	260.706618962433	4524.821581729329	8232.05092777467	3087.54725968436	5567.13447151948	1571.62502793296	6247.375346761552	831.936855670103	1274.66232114467	1705.01882795952	369.17636252296404	3409.394016717991	389.487297921478	1122.0259449492999	951.963952502121	900.5372856077548	1588.9059214167098	190.148325358852	650.287888009738	178.222717149221	9452.340240975307	490.672566371681	318.616024187453	321.001260239445	2370.19911463617	168.480362537764	453.86017163049	1187.33201372394	3283.45363716039	584.375886524823	420.77970749543	443.448212648946	1377.15609570832	210.028764805415	1037.3962372816302	719.214071357119	301.33637400228	739.1166761525328	460.31269035532995	234.69730733519	509.262181974989	160.030558482613	118.155387523629	319.698270339526	4303.75265982488	222.275	499.517647058824	2330.56337364536	353.572446555819	185.60697674418597	951.482356210058	340.827348066298	881.843360433604	344.25737265415603	705.784429178934	276.047540983607	259.157040882544	448.690937663698	791.45664309639	3315.14640381496	215.58705357142898	1009.50170717011	612.535364727609	551.843916626272	417.916312056738	294.708304256804	297.461104847802	1817.08755146525	1395.05493689681	627.0561768530561	2166.50884929384	2002.2298690443	719.0056013692239	12557.3612837407	1272.3983620134402	1276.90168776371	1769.8492001422	2495.12137462573	243.410674573758	495.3307003686151	2262.05070053422	2178.0214617169395	1598.52957674656
bladder_glszm_GrayLevelNonUniformityNormalized	0.310771137629994	0.363933426866822	0.27356797710639896	0.144797180779829	0.146767332682681	0.376242643730195	0.392605688856629	0.308802800745224	0.297879565923205	0.14080224744268202	0.390412435213138	0.245825800093928	0.244061653117524	0.3806242394447771	0.322987773933103	0.36510777635416297	0.20557023355014	0.41648035814842	0.174249780032089	0.228058164359368	0.20542694391209	0.152078457000014	0.19113410054949306	0.305052223303097	0.227890141060207	0.321436602974051	0.15391614010052	0.138291497058366	0.15492262961241698	0.187670343379531	0.416414573958484	0.307019325407365	0.208500391469847	0.22214331590404893	0.345223562723321	0.325202888172813	0.23149887497003704	0.167800217786185	0.226209570451995	0.228228548035498	0.196401711699675	0.212346834280328	0.329392583775332	0.179775135291648	0.23319017796282	0.2256318730292869	0.219153180730364	0.17719066052708	0.172811872466847	0.17560056178021902	0.25117096235924696	0.107208357689446	0.135099345113373	0.20063765920916896	0.226072481642966	0.29999067459023304	0.112438596397655	0.147771097714908	0.201858344466098	0.16788540000144594	0.21982649715228506	0.22745014995078	0.19789649665542894	0.09923313872451	0.22463319567896808	0.14474117002114498	0.120414219269634	0.20226922510362	0.218592558760137	0.254502058214146	0.229106598501004	0.313362896205843	0.143884909603873	0.218132096500494	0.19231248057378	0.20323016161729893	0.261518438227937	0.17768931032607	0.199154585771094	0.23981796310674205	0.171799529077697	0.210334853771352	0.23366126413976104	0.21791764840779	0.219604218186714	0.168630725482206	0.044671224016495	0.06826783479383401	0.202605812062182	0.18522916666666686	0.178081157596729	0.1830189550530361	0.209959885128159	0.215822065981612	0.264374091750502	0.235378002808217	0.238981940496912	0.23073550445989	0.230874854163864	0.22626847621607105	0.16817458850262398	0.235039778765688	0.14727514758027402	0.162978536149401	0.2406105508609689	0.20275189941155106	0.113118257567425	0.133747919686445	0.098798182519323	0.102829136167761	0.16767818762559306	0.110019832372563	0.10356755285054302	0.16308353104110698	0.129104871538874	0.13946989893036402	0.11187266241936	0.106757587959538	0.117088282139821	0.089796180574101	0.125833572708297	0.111503837629071	0.18043786106283105	0.130418825794791	0.228006319981274	0.157919189509639	0.203790104123732
